AlarmCode,AlarmType,Class,Payload,OldALID,NewALID,OldDigits,NewDigits,Changed,Registered,Message
40311,4,4,40311,49503639,400040311,8,9,YES,YES,The cylinder [C_Auto6_FrontRiseTray_Off] can not on error
40312,4,4,40312,49503640,400040312,8,9,YES,YES,The cylinder [C_Auto6_FrontRiseTray_Off] off sensor is on error
40313,4,4,40313,49503641,400040313,8,9,YES,YES,The cylinder [C_Auto6_FrontRiseTray_On] can not on error
40314,4,4,40314,49503642,400040314,8,9,YES,YES,The cylinder [C_Auto6_FrontRiseTray_On] can not off error
40315,4,4,40315,49503643,400040315,8,9,YES,YES,The cylinder [C_Auto6_FrontRiseTray_On] on sensor is on error
40320,4,4,40320,49503669,400040320,8,9,YES,YES,The cylinder [C_Auto6_PushTray_Off] can not off error
40321,4,4,40321,49503670,400040321,8,9,YES,YES,The cylinder [C_Auto6_PushTray_Off] can not on error
40322,4,4,40322,49503671,400040322,8,9,YES,YES,The cylinder [C_Auto6_PushTray_Off] off sensor is on error
40323,4,4,40323,49503672,400040323,8,9,YES,YES,The cylinder [C_Auto6_PushTray_On] can not on error
40324,4,4,40324,49503673,400040324,8,9,YES,YES,The cylinder [C_Auto6_PushTray_On] can not off error
40325,4,4,40325,49503674,400040325,8,9,YES,YES,The cylinder [C_Auto6_PushTray_On] on sensor is on error
40330,4,4,40330,49503700,400040330,8,9,YES,YES,The cylinder [C_Auto6_LeanOnTray_Off] can not off error
40331,4,4,40331,49503701,400040331,8,9,YES,YES,The cylinder [C_Auto6_LeanOnTray_Off] can not on error
40332,4,4,40332,49503702,400040332,8,9,YES,YES,The cylinder [C_Auto6_LeanOnTray_Off] off sensor is on error
40333,4,4,40333,49503703,400040333,8,9,YES,YES,The cylinder [C_Auto6_LeanOnTray_On] can not on error
40334,4,4,40334,49503704,400040334,8,9,YES,YES,The cylinder [C_Auto6_LeanOnTray_On] can not off error
40335,4,4,40335,49503705,400040335,8,9,YES,YES,The cylinder [C_Auto6_LeanOnTray_On] on sensor is on error
40340,4,4,40340,49503731,400040340,8,9,YES,YES,The cylinder [C_Color_FrontRiseTray_1_Off] can not off error
40341,4,4,40341,49503732,400040341,8,9,YES,YES,The cylinder [C_Color_FrontRiseTray_1_Off] can not on error
40342,4,4,40342,49503733,400040342,8,9,YES,YES,The cylinder [C_Color_FrontRiseTray_1_Off] off sensor is on error
40343,4,4,40343,49503734,400040343,8,9,YES,YES,The cylinder [C_Color_FrontRiseTray_1_On] can not on error
40344,4,4,40344,49503735,400040344,8,9,YES,YES,The cylinder [C_Color_FrontRiseTray_1_On] can not off error
40345,4,4,40345,49503736,400040345,8,9,YES,YES,The cylinder [C_Color_FrontRiseTray_1_On] on sensor is on error
40350,4,4,40350,49503762,400040350,8,9,YES,YES,The cylinder [C_Color_FrontRiseTray_2_Off] can not off error
40351,4,4,40351,49503763,400040351,8,9,YES,YES,The cylinder [C_Color_FrontRiseTray_2_Off] can not on error
40352,4,4,40352,49503764,400040352,8,9,YES,YES,The cylinder [C_Color_FrontRiseTray_2_Off] off sensor is on error
40353,4,4,40353,49503765,400040353,8,9,YES,YES,The cylinder [C_Color_FrontRiseTray_2_On] can not on error
40354,4,4,40354,49503766,400040354,8,9,YES,YES,The cylinder [C_Color_FrontRiseTray_2_On] can not off error
40355,4,4,40355,49503767,400040355,8,9,YES,YES,The cylinder [C_Color_FrontRiseTray_2_On] on sensor is on error
40360,4,4,40360,49503793,400040360,8,9,YES,YES,The cylinder [C_Color_PushTray_Off] can not off error
40361,4,4,40361,49503794,400040361,8,9,YES,YES,The cylinder [C_Color_PushTray_Off] can not on error
40362,4,4,40362,49503795,400040362,8,9,YES,YES,The cylinder [C_Color_PushTray_Off] off sensor is on error
40363,4,4,40363,49503796,400040363,8,9,YES,YES,The cylinder [C_Color_PushTray_On] can not on error
40364,4,4,40364,49503797,400040364,8,9,YES,YES,The cylinder [C_Color_PushTray_On] can not off error
40365,4,4,40365,49503798,400040365,8,9,YES,YES,The cylinder [C_Color_PushTray_On] on sensor is on error
40370,4,4,40370,49503824,400040370,8,9,YES,YES,The cylinder [C_Color_LeanOnTray_Off] can not off error
40371,4,4,40371,49503825,400040371,8,9,YES,YES,The cylinder [C_Color_LeanOnTray_Off] can not on error
40372,4,4,40372,49503826,400040372,8,9,YES,YES,The cylinder [C_Color_LeanOnTray_Off] off sensor is on error
40373,4,4,40373,49503827,400040373,8,9,YES,YES,The cylinder [C_Color_LeanOnTray_On] can not on error
40374,4,4,40374,49503828,400040374,8,9,YES,YES,The cylinder [C_Color_LeanOnTray_On] can not off error
40375,4,4,40375,49503829,400040375,8,9,YES,YES,The cylinder [C_Color_LeanOnTray_On] on sensor is on error
40380,4,4,40380,49503855,400040380,8,9,YES,YES,The cylinder [C_Color_FrontSeparateTray_1_Off] can not off error
40381,4,4,40381,49503856,400040381,8,9,YES,YES,The cylinder [C_Color_FrontSeparateTray_1_Off] can not on error
40382,4,4,40382,49503857,400040382,8,9,YES,YES,The cylinder [C_Color_FrontSeparateTray_1_Off] off sensor is on error
40383,4,4,40383,49503858,400040383,8,9,YES,YES,The cylinder [C_Color_FrontSeparateTray_1_On] can not on error
40384,4,4,40384,49503859,400040384,8,9,YES,YES,The cylinder [C_Color_FrontSeparateTray_1_On] can not off error
40385,4,4,40385,49503860,400040385,8,9,YES,YES,The cylinder [C_Color_FrontSeparateTray_1_On] on sensor is on error
50000,5,5,50000,50424245,500050000,8,9,YES,YES,[M01 - MSortingArmX] Motor --Motor Power Off Error
50001,5,5,50001,50424246,500050001,8,9,YES,YES,[M01 - MSortingArmX] Motor --Motor Out Of Torque Error
50002,5,5,50002,50424247,500050002,8,9,YES,YES,[M01 - MSortingArmX] Motor --Motor CW sensor ON Error
50003,5,5,50003,50424248,500050003,8,9,YES,YES,[M01 - MSortingArmX] Motor --Motor CCW sensor ON Error
50004,5,5,50004,50424249,500050004,8,9,YES,YES,[M01 - MSortingArmX] Motor --Motor Soft P position Error
50005,5,5,50005,50424250,500050005,8,9,YES,YES,[M01 - MSortingArmX] Motor --Motor Soft N position Error
50006,5,5,50006,50424251,500050006,8,9,YES,YES,"[M01 - MSortingArmX] Motor --Motor position Error,Home and restart"
50007,5,5,50007,50424252,500050007,8,9,YES,YES,[M01 - MSortingArmX] Motor --Motor Undefine Error
50008,5,5,50008,50424253,500050008,8,9,YES,YES,[M01 - MSortingArmX] Motor --Motor Target will Out Of Limit Position Error
50010,5,5,50010,50424276,500050010,8,9,YES,YES,[M02 - MTrayArmX] Motor --Motor Power Off Error
50011,5,5,50011,50424277,500050011,8,9,YES,YES,[M02 - MTrayArmX] Motor --Motor Out Of Torque Error
50012,5,5,50012,50424278,500050012,8,9,YES,YES,[M02 - MTrayArmX] Motor --Motor CW sensor ON Error
50013,5,5,50013,50424279,500050013,8,9,YES,YES,[M02 - MTrayArmX] Motor --Motor CCW sensor ON Error
50014,5,5,50014,50424280,500050014,8,9,YES,YES,[M02 - MTrayArmX] Motor --Motor Soft P position Error
50015,5,5,50015,50424281,500050015,8,9,YES,YES,[M02 - MTrayArmX] Motor --Motor Soft N position Error
50016,5,5,50016,50424282,500050016,8,9,YES,YES,"[M02 - MTrayArmX] Motor --Motor position Error,Home and restart"
50017,5,5,50017,50424283,500050017,8,9,YES,YES,[M02 - MTrayArmX] Motor --Motor Undefine Error
50018,5,5,50018,50424284,500050018,8,9,YES,YES,[M02 - MTrayArmX] Motor --Motor Target will Out Of Limit Position Error
50020,5,5,50020,50424307,500050020,8,9,YES,YES,[M03 - MEmptyY] Motor --Motor Power Off Error
50021,5,5,50021,50424308,500050021,8,9,YES,YES,[M03 - MEmptyY] Motor --Motor Out Of Torque Error
50022,5,5,50022,50424309,500050022,8,9,YES,YES,[M03 - MEmptyY] Motor --Motor CW sensor ON Error
50023,5,5,50023,50424310,500050023,8,9,YES,YES,[M03 - MEmptyY] Motor --Motor CCW sensor ON Error
50024,5,5,50024,50424311,500050024,8,9,YES,YES,[M03 - MEmptyY] Motor --Motor Soft P position Error
50025,5,5,50025,50424312,500050025,8,9,YES,YES,[M03 - MEmptyY] Motor --Motor Soft N position Error
50026,5,5,50026,50424313,500050026,8,9,YES,YES,"[M03 - MEmptyY] Motor --Motor position Error,Home and restart"
50027,5,5,50027,50424314,500050027,8,9,YES,YES,[M03 - MEmptyY] Motor --Motor Undefine Error
50028,5,5,50028,50424315,500050028,8,9,YES,YES,[M03 - MEmptyY] Motor --Motor Target will Out Of Limit Position Error
50030,5,5,50030,50424338,500050030,8,9,YES,YES,[M04 - MLoaderY_1] Motor --Motor Power Off Error
50031,5,5,50031,50424339,500050031,8,9,YES,YES,[M04 - MLoaderY_1] Motor --Motor Out Of Torque Error
50032,5,5,50032,50424340,500050032,8,9,YES,YES,[M04 - MLoaderY_1] Motor --Motor CW sensor ON Error
50033,5,5,50033,50424341,500050033,8,9,YES,YES,[M04 - MLoaderY_1] Motor --Motor CCW sensor ON Error
50034,5,5,50034,50424342,500050034,8,9,YES,YES,[M04 - MLoaderY_1] Motor --Motor Soft P position Error
50035,5,5,50035,50424343,500050035,8,9,YES,YES,[M04 - MLoaderY_1] Motor --Motor Soft N position Error
50036,5,5,50036,50424344,500050036,8,9,YES,YES,"[M04 - MLoaderY_1] Motor --Motor position Error,Home and restart"
50037,5,5,50037,50424345,500050037,8,9,YES,YES,[M04 - MLoaderY_1] Motor --Motor Undefine Error
50038,5,5,50038,50424346,500050038,8,9,YES,YES,[M04 - MLoaderY_1] Motor --Motor Target will Out Of Limit Position Error
50040,5,5,50040,50424369,500050040,8,9,YES,YES,[M05 - MLoaderY_2] Motor --Motor Power Off Error
50041,5,5,50041,50424370,500050041,8,9,YES,YES,[M05 - MLoaderY_2] Motor --Motor Out Of Torque Error
50042,5,5,50042,50424371,500050042,8,9,YES,YES,[M05 - MLoaderY_2] Motor --Motor CW sensor ON Error
50043,5,5,50043,50424372,500050043,8,9,YES,YES,[M05 - MLoaderY_2] Motor --Motor CCW sensor ON Error
50044,5,5,50044,50424373,500050044,8,9,YES,YES,[M05 - MLoaderY_2] Motor --Motor Soft P position Error
50045,5,5,50045,50424374,500050045,8,9,YES,YES,[M05 - MLoaderY_2] Motor --Motor Soft N position Error
50046,5,5,50046,50424375,500050046,8,9,YES,YES,"[M05 - MLoaderY_2] Motor --Motor position Error,Home and restart"
50047,5,5,50047,50424376,500050047,8,9,YES,YES,[M05 - MLoaderY_2] Motor --Motor Undefine Error
50048,5,5,50048,50424377,500050048,8,9,YES,YES,[M05 - MLoaderY_2] Motor --Motor Target will Out Of Limit Position Error
50050,5,5,50050,50424400,500050050,8,9,YES,YES,[M06 - MAutoY_1] Motor --Motor Power Off Error
50051,5,5,50051,50424401,500050051,8,9,YES,YES,[M06 - MAutoY_1] Motor --Motor Out Of Torque Error
50052,5,5,50052,50424402,500050052,8,9,YES,YES,[M06 - MAutoY_1] Motor --Motor CW sensor ON Error
50053,5,5,50053,50424403,500050053,8,9,YES,YES,[M06 - MAutoY_1] Motor --Motor CCW sensor ON Error
50054,5,5,50054,50424404,500050054,8,9,YES,YES,[M06 - MAutoY_1] Motor --Motor Soft P position Error
50055,5,5,50055,50424405,500050055,8,9,YES,YES,[M06 - MAutoY_1] Motor --Motor Soft N position Error
50056,5,5,50056,50424406,500050056,8,9,YES,YES,"[M06 - MAutoY_1] Motor --Motor position Error,Home and restart"
50057,5,5,50057,50424407,500050057,8,9,YES,YES,[M06 - MAutoY_1] Motor --Motor Undefine Error
50058,5,5,50058,50424408,500050058,8,9,YES,YES,[M06 - MAutoY_1] Motor --Motor Target will Out Of Limit Position Error
50060,5,5,50060,50424431,500050060,8,9,YES,YES,[M07 - MAutoY_2] Motor --Motor Power Off Error
50061,5,5,50061,50424432,500050061,8,9,YES,YES,[M07 - MAutoY_2] Motor --Motor Out Of Torque Error
50062,5,5,50062,50424433,500050062,8,9,YES,YES,[M07 - MAutoY_2] Motor --Motor CW sensor ON Error
50063,5,5,50063,50424434,500050063,8,9,YES,YES,[M07 - MAutoY_2] Motor --Motor CCW sensor ON Error
50064,5,5,50064,50424435,500050064,8,9,YES,YES,[M07 - MAutoY_2] Motor --Motor Soft P position Error
50065,5,5,50065,50424436,500050065,8,9,YES,YES,[M07 - MAutoY_2] Motor --Motor Soft N position Error
50066,5,5,50066,50424437,500050066,8,9,YES,YES,"[M07 - MAutoY_2] Motor --Motor position Error,Home and restart"
50067,5,5,50067,50424438,500050067,8,9,YES,YES,[M07 - MAutoY_2] Motor --Motor Undefine Error
50068,5,5,50068,50424439,500050068,8,9,YES,YES,[M07 - MAutoY_2] Motor --Motor Target will Out Of Limit Position Error
50070,5,5,50070,50424462,500050070,8,9,YES,YES,[M08 - MAutoY_3] Motor --Motor Power Off Error
50071,5,5,50071,50424463,500050071,8,9,YES,YES,[M08 - MAutoY_3] Motor --Motor Out Of Torque Error
50072,5,5,50072,50424464,500050072,8,9,YES,YES,[M08 - MAutoY_3] Motor --Motor CW sensor ON Error
50073,5,5,50073,50424465,500050073,8,9,YES,YES,[M08 - MAutoY_3] Motor --Motor CCW sensor ON Error
50074,5,5,50074,50424466,500050074,8,9,YES,YES,[M08 - MAutoY_3] Motor --Motor Soft P position Error
50075,5,5,50075,50424467,500050075,8,9,YES,YES,[M08 - MAutoY_3] Motor --Motor Soft N position Error
50076,5,5,50076,50424468,500050076,8,9,YES,YES,"[M08 - MAutoY_3] Motor --Motor position Error,Home and restart"
50077,5,5,50077,50424469,500050077,8,9,YES,YES,[M08 - MAutoY_3] Motor --Motor Undefine Error
50078,5,5,50078,50424470,500050078,8,9,YES,YES,[M08 - MAutoY_3] Motor --Motor Target will Out Of Limit Position Error
50080,5,5,50080,50424493,500050080,8,9,YES,YES,[M09 - MAutoY_4] Motor --Motor Power Off Error
50081,5,5,50081,50424494,500050081,8,9,YES,YES,[M09 - MAutoY_4] Motor --Motor Out Of Torque Error
50082,5,5,50082,50424495,500050082,8,9,YES,YES,[M09 - MAutoY_4] Motor --Motor CW sensor ON Error
50083,5,5,50083,50424496,500050083,8,9,YES,YES,[M09 - MAutoY_4] Motor --Motor CCW sensor ON Error
50084,5,5,50084,50424497,500050084,8,9,YES,YES,[M09 - MAutoY_4] Motor --Motor Soft P position Error
50085,5,5,50085,50424498,500050085,8,9,YES,YES,[M09 - MAutoY_4] Motor --Motor Soft N position Error
50086,5,5,50086,50424499,500050086,8,9,YES,YES,"[M09 - MAutoY_4] Motor --Motor position Error,Home and restart"
50087,5,5,50087,50424500,500050087,8,9,YES,YES,[M09 - MAutoY_4] Motor --Motor Undefine Error
50088,5,5,50088,50424501,500050088,8,9,YES,YES,[M09 - MAutoY_4] Motor --Motor Target will Out Of Limit Position Error
50090,5,5,50090,50424524,500050090,8,9,YES,YES,[M10 - MAutoY_5] Motor --Motor Power Off Error
50091,5,5,50091,50424525,500050091,8,9,YES,YES,[M10 - MAutoY_5] Motor --Motor Out Of Torque Error
50092,5,5,50092,50424526,500050092,8,9,YES,YES,[M10 - MAutoY_5] Motor --Motor CW sensor ON Error
50093,5,5,50093,50424527,500050093,8,9,YES,YES,[M10 - MAutoY_5] Motor --Motor CCW sensor ON Error
50094,5,5,50094,50424528,500050094,8,9,YES,YES,[M10 - MAutoY_5] Motor --Motor Soft P position Error
50095,5,5,50095,50424529,500050095,8,9,YES,YES,[M10 - MAutoY_5] Motor --Motor Soft N position Error
50096,5,5,50096,50424530,500050096,8,9,YES,YES,"[M10 - MAutoY_5] Motor --Motor position Error,Home and restart"
50097,5,5,50097,50424531,500050097,8,9,YES,YES,[M10 - MAutoY_5] Motor --Motor Undefine Error
50098,5,5,50098,50424532,500050098,8,9,YES,YES,[M10 - MAutoY_5] Motor --Motor Target will Out Of Limit Position Error
50100,5,5,50100,50425206,500050100,8,9,YES,YES,[M11 - MAutoY_6] Motor --Motor Power Off Error
50101,5,5,50101,50425207,500050101,8,9,YES,YES,[M11 - MAutoY_6] Motor --Motor Out Of Torque Error
50102,5,5,50102,50425208,500050102,8,9,YES,YES,[M11 - MAutoY_6] Motor --Motor CW sensor ON Error
50103,5,5,50103,50425209,500050103,8,9,YES,YES,[M11 - MAutoY_6] Motor --Motor CCW sensor ON Error
50104,5,5,50104,50425210,500050104,8,9,YES,YES,[M11 - MAutoY_6] Motor --Motor Soft P position Error
50105,5,5,50105,50425211,500050105,8,9,YES,YES,[M11 - MAutoY_6] Motor --Motor Soft N position Error
50106,5,5,50106,50425212,500050106,8,9,YES,YES,"[M11 - MAutoY_6] Motor --Motor position Error,Home and restart"
50107,5,5,50107,50425213,500050107,8,9,YES,YES,[M11 - MAutoY_6] Motor --Motor Undefine Error
50108,5,5,50108,50425214,500050108,8,9,YES,YES,[M11 - MAutoY_6] Motor --Motor Target will Out Of Limit Position Error
50110,5,5,50110,50425237,500050110,8,9,YES,YES,[M12 - MTopCCDX] Motor --Motor Power Off Error
50111,5,5,50111,50425238,500050111,8,9,YES,YES,[M12 - MTopCCDX] Motor --Motor Out Of Torque Error
50112,5,5,50112,50425239,500050112,8,9,YES,YES,[M12 - MTopCCDX] Motor --Motor CW sensor ON Error
50113,5,5,50113,50425240,500050113,8,9,YES,YES,[M12 - MTopCCDX] Motor --Motor CCW sensor ON Error
50114,5,5,50114,50425241,500050114,8,9,YES,YES,[M12 - MTopCCDX] Motor --Motor Soft P position Error
50115,5,5,50115,50425242,500050115,8,9,YES,YES,[M12 - MTopCCDX] Motor --Motor Soft N position Error
50116,5,5,50116,50425243,500050116,8,9,YES,YES,"[M12 - MTopCCDX] Motor --Motor position Error,Home and restart"
50117,5,5,50117,50425244,500050117,8,9,YES,YES,[M12 - MTopCCDX] Motor --Motor Undefine Error
50118,5,5,50118,50425245,500050118,8,9,YES,YES,[M12 - MTopCCDX] Motor --Motor Target will Out Of Limit Position Error
50120,5,5,50120,50425268,500050120,8,9,YES,YES,[M13 - MBottomCCDY] Motor --Motor Power Off Error
50121,5,5,50121,50425269,500050121,8,9,YES,YES,[M13 - MBottomCCDY] Motor --Motor Out Of Torque Error
50122,5,5,50122,50425270,500050122,8,9,YES,YES,[M13 - MBottomCCDY] Motor --Motor CW sensor ON Error
50123,5,5,50123,50425271,500050123,8,9,YES,YES,[M13 - MBottomCCDY] Motor --Motor CCW sensor ON Error
50124,5,5,50124,50425272,500050124,8,9,YES,YES,[M13 - MBottomCCDY] Motor --Motor Soft P position Error
50125,5,5,50125,50425273,500050125,8,9,YES,YES,[M13 - MBottomCCDY] Motor --Motor Soft N position Error
50126,5,5,50126,50425274,500050126,8,9,YES,YES,"[M13 - MBottomCCDY] Motor --Motor position Error,Home and restart"
50127,5,5,50127,50425275,500050127,8,9,YES,YES,[M13 - MBottomCCDY] Motor --Motor Undefine Error
50128,5,5,50128,50425276,500050128,8,9,YES,YES,[M13 - MBottomCCDY] Motor --Motor Target will Out Of Limit Position Error
50130,5,5,50130,50425299,500050130,8,9,YES,YES,[M14 - MSuckZ_1] Motor --Motor Power Off Error
50131,5,5,50131,50425300,500050131,8,9,YES,YES,[M14 - MSuckZ_1] Motor --Motor Out Of Torque Error
50132,5,5,50132,50425301,500050132,8,9,YES,YES,[M14 - MSuckZ_1] Motor --Motor CW sensor ON Error
50133,5,5,50133,50425302,500050133,8,9,YES,YES,[M14 - MSuckZ_1] Motor --Motor CCW sensor ON Error
50134,5,5,50134,50425303,500050134,8,9,YES,YES,[M14 - MSuckZ_1] Motor --Motor Soft P position Error
50135,5,5,50135,50425304,500050135,8,9,YES,YES,[M14 - MSuckZ_1] Motor --Motor Soft N position Error
50136,5,5,50136,50425305,500050136,8,9,YES,YES,"[M14 - MSuckZ_1] Motor --Motor position Error,Home and restart"
50137,5,5,50137,50425306,500050137,8,9,YES,YES,[M14 - MSuckZ_1] Motor --Motor Undefine Error
50138,5,5,50138,50425307,500050138,8,9,YES,YES,[M14 - MSuckZ_1] Motor --Motor Target will Out Of Limit Position Error
50140,5,5,50140,50425330,500050140,8,9,YES,YES,[M15 - MSuckZ_2] Motor --Motor Power Off Error
50141,5,5,50141,50425331,500050141,8,9,YES,YES,[M15 - MSuckZ_2] Motor --Motor Out Of Torque Error
50142,5,5,50142,50425332,500050142,8,9,YES,YES,[M15 - MSuckZ_2] Motor --Motor CW sensor ON Error
50143,5,5,50143,50425333,500050143,8,9,YES,YES,[M15 - MSuckZ_2] Motor --Motor CCW sensor ON Error
50144,5,5,50144,50425334,500050144,8,9,YES,YES,[M15 - MSuckZ_2] Motor --Motor Soft P position Error
50145,5,5,50145,50425335,500050145,8,9,YES,YES,[M15 - MSuckZ_2] Motor --Motor Soft N position Error
50146,5,5,50146,50425336,500050146,8,9,YES,YES,"[M15 - MSuckZ_2] Motor --Motor position Error,Home and restart"
50147,5,5,50147,50425337,500050147,8,9,YES,YES,[M15 - MSuckZ_2] Motor --Motor Undefine Error
50148,5,5,50148,50425338,500050148,8,9,YES,YES,[M15 - MSuckZ_2] Motor --Motor Target will Out Of Limit Position Error
50150,5,5,50150,50425361,500050150,8,9,YES,YES,[M16 - MSuckZ_3] Motor --Motor Power Off Error
50151,5,5,50151,50425362,500050151,8,9,YES,YES,[M16 - MSuckZ_3] Motor --Motor Out Of Torque Error
50152,5,5,50152,50425363,500050152,8,9,YES,YES,[M16 - MSuckZ_3] Motor --Motor CW sensor ON Error
50153,5,5,50153,50425364,500050153,8,9,YES,YES,[M16 - MSuckZ_3] Motor --Motor CCW sensor ON Error
50154,5,5,50154,50425365,500050154,8,9,YES,YES,[M16 - MSuckZ_3] Motor --Motor Soft P position Error
50155,5,5,50155,50425366,500050155,8,9,YES,YES,[M16 - MSuckZ_3] Motor --Motor Soft N position Error
50156,5,5,50156,50425367,500050156,8,9,YES,YES,"[M16 - MSuckZ_3] Motor --Motor position Error,Home and restart"
50157,5,5,50157,50425368,500050157,8,9,YES,YES,[M16 - MSuckZ_3] Motor --Motor Undefine Error
50158,5,5,50158,50425369,500050158,8,9,YES,YES,[M16 - MSuckZ_3] Motor --Motor Target will Out Of Limit Position Error
50160,5,5,50160,50425392,500050160,8,9,YES,YES,[M17 - MSuckZ_4] Motor --Motor Power Off Error
50161,5,5,50161,50425393,500050161,8,9,YES,YES,[M17 - MSuckZ_4] Motor --Motor Out Of Torque Error
50162,5,5,50162,50425394,500050162,8,9,YES,YES,[M17 - MSuckZ_4] Motor --Motor CW sensor ON Error
50163,5,5,50163,50425395,500050163,8,9,YES,YES,[M17 - MSuckZ_4] Motor --Motor CCW sensor ON Error
50164,5,5,50164,50425396,500050164,8,9,YES,YES,[M17 - MSuckZ_4] Motor --Motor Soft P position Error
50165,5,5,50165,50425397,500050165,8,9,YES,YES,[M17 - MSuckZ_4] Motor --Motor Soft N position Error
50166,5,5,50166,50425398,500050166,8,9,YES,YES,"[M17 - MSuckZ_4] Motor --Motor position Error,Home and restart"
50167,5,5,50167,50425399,500050167,8,9,YES,YES,[M17 - MSuckZ_4] Motor --Motor Undefine Error
50168,5,5,50168,50425400,500050168,8,9,YES,YES,[M17 - MSuckZ_4] Motor --Motor Target will Out Of Limit Position Error
50170,5,5,50170,50425423,500050170,8,9,YES,YES,[M18 - MPitchX] Motor --Motor Power Off Error
50171,5,5,50171,50425424,500050171,8,9,YES,YES,[M18 - MPitchX] Motor --Motor Out Of Torque Error
50172,5,5,50172,50425425,500050172,8,9,YES,YES,[M18 - MPitchX] Motor --Motor CW sensor ON Error
50173,5,5,50173,50425426,500050173,8,9,YES,YES,[M18 - MPitchX] Motor --Motor CCW sensor ON Error
50174,5,5,50174,50425427,500050174,8,9,YES,YES,[M18 - MPitchX] Motor --Motor Soft P position Error
50175,5,5,50175,50425428,500050175,8,9,YES,YES,[M18 - MPitchX] Motor --Motor Soft N position Error
50176,5,5,50176,50425429,500050176,8,9,YES,YES,"[M18 - MPitchX] Motor --Motor position Error,Home and restart"
50177,5,5,50177,50425430,500050177,8,9,YES,YES,[M18 - MPitchX] Motor --Motor Undefine Error
50178,5,5,50178,50425431,500050178,8,9,YES,YES,[M18 - MPitchX] Motor --Motor Target will Out Of Limit Position Error
50180,5,5,50180,50425454,500050180,8,9,YES,YES,[M19 - MColorY] Motor --Motor Power Off Error
50181,5,5,50181,50425455,500050181,8,9,YES,YES,[M19 - MColorY] Motor --Motor Out Of Torque Error
50182,5,5,50182,50425456,500050182,8,9,YES,YES,[M19 - MColorY] Motor --Motor CW sensor ON Error
50183,5,5,50183,50425457,500050183,8,9,YES,YES,[M19 - MColorY] Motor --Motor CCW sensor ON Error
50184,5,5,50184,50425458,500050184,8,9,YES,YES,[M19 - MColorY] Motor --Motor Soft P position Error
50185,5,5,50185,50425459,500050185,8,9,YES,YES,[M19 - MColorY] Motor --Motor Soft N position Error
50186,5,5,50186,50425460,500050186,8,9,YES,YES,"[M19 - MColorY] Motor --Motor position Error,Home and restart"
50187,5,5,50187,50425461,500050187,8,9,YES,YES,[M19 - MColorY] Motor --Motor Undefine Error
50188,5,5,50188,50425462,500050188,8,9,YES,YES,[M19 - MColorY] Motor --Motor Target will Out Of Limit Position Error
50190,5,5,50190,50425485,500050190,8,9,YES,YES,[M20 - MTopCCDX_Color] Motor --Motor Power Off Error
50191,5,5,50191,50425486,500050191,8,9,YES,YES,[M20 - MTopCCDX_Color] Motor --Motor Out Of Torque Error
50192,5,5,50192,50425487,500050192,8,9,YES,YES,[M20 - MTopCCDX_Color] Motor --Motor CW sensor ON Error
50193,5,5,50193,50425488,500050193,8,9,YES,YES,[M20 - MTopCCDX_Color] Motor --Motor CCW sensor ON Error
50194,5,5,50194,50425489,500050194,8,9,YES,YES,[M20 - MTopCCDX_Color] Motor --Motor Soft P position Error
50195,5,5,50195,50425490,500050195,8,9,YES,YES,[M20 - MTopCCDX_Color] Motor --Motor Soft N position Error
50196,5,5,50196,50425491,500050196,8,9,YES,YES,"[M20 - MTopCCDX_Color] Motor --Motor position Error,Home and restart"
50197,5,5,50197,50425492,500050197,8,9,YES,YES,[M20 - MTopCCDX_Color] Motor --Motor Undefine Error
50198,5,5,50198,50425493,500050198,8,9,YES,YES,[M20 - MTopCCDX_Color] Motor --Motor Target will Out Of Limit Position Error
60000,6,6,60000,51347766,600060000,8,9,YES,YES,Suck--Pick Up Error
60001,6,6,60001,51347767,600060001,8,9,YES,YES,Suck--Destory Error
60002,6,6,60002,51347768,600060002,8,9,YES,YES,Suck--Vacuum Sensor Off Error
60003,6,6,60003,51347769,600060003,8,9,YES,YES,Suck--Device Be Droped Error
60004,6,6,60004,51347770,600060004,8,9,YES,YES,Suck--Initial Sensor Off Error
60005,6,6,60005,51347771,600060005,8,9,YES,YES,Suck--Initial Sensor On Error
MSuckZ_2_MotOverLimitErr,,9,1441895,2001441895,901441895,10,9,YES,NO,(free string - not in the S5F6 catalog)
MEmptyY_MotOverLimitErr,,9,3145418,3703145418,903145418,10,9,YES,NO,(free string - not in the S5F6 catalog)
Air Pressure Low,,9,3364399,3603364399,903364399,10,9,YES,NO,(free string - not in the S5F6 catalog)
MTrayArmX_MotOverLimitErr,,9,5541040,2905541040,905541040,10,9,YES,NO,(free string - not in the S5F6 catalog)
Ion Fan Alarm,,9,6795660,3106795660,906795660,10,9,YES,NO,(free string - not in the S5F6 catalog)
MSuckZ_4_MotOverLimitErr,,9,13093993,413093993,913093993,9,9,YES,NO,(free string - not in the S5F6 catalog)
MAutoY_1_MotOverLimitErr,,9,19348512,2519348512,919348512,10,9,YES,NO,(free string - not in the S5F6 catalog)
MBottomCCDY_MotOverLimitErr,,9,19554622,2919554622,919554622,10,9,YES,NO,(free string - not in the S5F6 catalog)
Loader ½L¦³ IC¡A½Ð²¾°£,,9,23646915,3223646915,923646915,10,9,YES,NO,(free string - not in the S5F6 catalog)
